group_id,pool,label,src_class,n_files,path,provenance
7301,A,low,low,2,data/images/train/low/16204.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7349,A,low,low,2,data/images/train/low/06988.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7349,A,low,low,2,data/images/train/low/18391.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7376,A,low,low,1,data/images/train/low/07016.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7403,A,low,low,1,data/images/train/low/07044.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7491,A,low,low,1,data/images/train/low/07132.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7600,A,low,low,1,data/images/train/low/07242.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7622,A,low,low,1,data/images/train/low/07264.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7632,A,low,low,1,data/images/train/low/07274.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7652,A,low,low,1,data/images/train/low/07294.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7659,A,low,low,1,data/images/train/low/07302.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7750,A,low,low,1,data/images/train/low/07394.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7798,A,low,low,1,data/images/train/low/07444.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7903,A,low,low,1,data/images/train/low/07554.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7937,A,low,low,1,data/images/train/low/07590.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7941,A,low,low,1,data/images/train/low/07594.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
7976,A,low,low,1,data/images/train/low/07629.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8059,A,low,low,1,data/images/train/low/07713.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8064,A,low,low,2,data/images/train/low/07718.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8064,A,low,low,2,data/images/train/low/12623.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8234,A,low,low,1,data/images/train/low/07890.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8282,A,low,low,1,data/images/train/low/07940.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8328,A,low,low,1,data/images/train/low/07987.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8457,A,low,low,1,data/images/train/low/08119.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8460,A,low,low,1,data/images/train/low/08122.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8517,A,low,low,1,data/images/train/low/08180.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8559,A,low,low,1,data/images/train/low/08222.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
8674,A,low,low,1,data/images/train/low/08340.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9045,A,low,low,1,data/images/train/low/08717.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9066,A,low,low,1,data/images/train/low/08739.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9103,A,low,low,1,data/images/train/low/08777.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9115,A,low,low,1,data/images/train/low/08789.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9121,A,low,low,1,data/images/train/low/08795.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9179,A,low,low,1,data/images/train/low/08856.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9184,A,low,low,1,data/images/train/low/08861.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9209,A,low,low,1,data/images/train/low/08886.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9281,A,low,low,1,data/images/train/low/08959.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9448,A,low,low,1,data/images/train/low/09131.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9541,A,low,low,1,data/images/train/low/09229.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9544,A,low,low,1,data/images/train/low/09232.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9551,A,low,low,1,data/images/train/low/09239.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9561,A,low,low,1,data/images/train/low/09249.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
9918,A,low,low,1,data/images/train/low/09609.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
10042,A,low,low,1,data/images/train/low/09734.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
10053,A,low,low,1,data/images/train/low/09745.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
10215,A,low,low,1,data/images/train/low/09912.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
10512,A,low,low,1,data/images/train/low/10219.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
10650,A,low,low,1,data/images/train/low/10357.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
10747,A,low,low,1,data/images/train/low/10463.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
10772,A,low,low,1,data/images/train/low/10490.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
11057,A,low,low,1,data/images/train/low/10780.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
11062,A,low,low,1,data/images/train/low/10785.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
11263,A,low,low,1,data/images/train/low/10995.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
11465,A,low,low,2,data/images/train/low/11206.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
11465,A,low,low,2,data/images/train/low/14755.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
11514,A,low,low,1,data/images/train/low/11256.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
11582,A,low,low,1,data/images/train/low/11327.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
11585,A,low,low,1,data/images/train/low/11330.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
11706,A,low,low,1,data/images/train/low/11453.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12077,A,low,low,1,data/images/train/low/11839.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12199,A,low,low,1,data/images/train/low/11962.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12286,A,low,low,1,data/images/train/low/12051.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12297,A,low,low,1,data/images/train/low/12062.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12330,A,low,low,1,data/images/train/low/12096.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12390,A,low,low,1,data/images/train/low/12158.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12566,A,low,low,1,data/images/train/low/12341.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12672,A,low,low,1,data/images/train/low/12452.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12688,A,low,low,1,data/images/train/low/12470.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12839,A,low,low,1,data/images/train/low/12629.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12869,A,low,low,1,data/images/train/low/12661.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12885,A,low,low,1,data/images/train/low/12678.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12891,A,low,low,1,data/images/train/low/12684.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
12940,A,low,low,1,data/images/train/low/12735.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
13044,A,low,low,1,data/images/train/low/12842.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
13400,A,low,low,1,data/images/train/low/13209.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
13510,A,low,low,1,data/images/train/low/13321.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
13523,A,low,low,2,data/images/train/low/13334.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
13523,A,low,low,2,data/images/train/low/13854.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
13581,A,low,low,1,data/images/train/low/13393.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
14182,A,low,low,1,data/images/train/low/14017.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
14261,A,low,low,1,data/images/train/low/14096.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
14269,A,low,low,1,data/images/train/low/14105.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
14284,A,low,low,1,data/images/train/low/14121.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
14301,A,low,low,1,data/images/train/low/14138.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
14474,A,low,low,1,data/images/train/low/14314.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
14682,A,low,low,1,data/images/train/low/14528.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
14791,A,low,low,1,data/images/train/low/14638.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
15155,A,low,low,1,data/images/train/low/15015.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
15230,A,low,low,1,data/images/train/low/15092.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
15293,A,low,low,1,data/images/train/low/15155.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
15303,A,low,low,1,data/images/train/low/15165.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
15471,A,low,low,1,data/images/train/low/15339.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
15490,A,low,low,1,data/images/train/low/15358.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
15583,A,low,low,1,data/images/train/low/15456.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
15773,A,low,low,1,data/images/train/low/15651.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
16010,A,low,low,1,data/images/train/low/15900.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
16342,A,low,low,1,data/images/train/low/16244.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
16360,A,low,low,1,data/images/train/low/16263.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
16446,A,low,low,1,data/images/train/low/16350.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
16607,A,low,low,1,data/images/train/low/16519.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
16794,A,low,low,1,data/images/train/low/16711.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
16839,A,low,low,1,data/images/train/low/16758.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
16995,A,low,low,1,data/images/train/low/16921.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
17071,A,low,low,1,data/images/train/low/16999.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
17132,A,low,low,1,data/images/train/low/17062.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
17283,A,low,low,1,data/images/train/low/17226.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
17395,A,low,low,1,data/images/train/low/17342.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
17726,A,low,low,1,data/images/train/low/17691.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
17774,A,low,low,1,data/images/train/low/17739.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
17814,A,low,low,1,data/images/train/low/17780.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
17891,A,low,low,1,data/images/train/low/17860.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
17938,A,low,low,1,data/images/train/low/17909.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18007,A,low,low,1,data/images/train/low/17979.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18031,A,low,low,1,data/images/train/low/18006.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18097,A,low,low,1,data/images/train/low/18078.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18107,A,low,low,1,data/images/train/low/18088.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18110,A,low,low,1,data/images/train/low/18091.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18292,A,low,low,1,data/images/train/low/18284.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18306,A,low,low,1,data/images/train/low/18298.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18451,A,low,low,1,data/images/train/low/18450.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18525,A,low,low,1,data/images/train/low/18525.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18564,A,low,low,1,data/images/train/low/18572.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18586,A,low,low,1,data/images/train/low/18594.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18686,A,low,low,1,data/images/train/low/18701.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18826,A,low,low,1,data/images/train/low/18848.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
18830,A,low,low,1,data/images/train/low/18852.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
19021,A,low,low,1,data/images/train/low/19049.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
19027,A,low,low,1,data/images/train/low/19055.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
19354,A,low,low,1,data/images/train/low/19406.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
19557,A,low,low,1,data/images/train/low/19616.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
19591,A,low,low,1,data/images/train/low/19653.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
19713,A,low,low,1,data/images/train/low/19782.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
19718,A,low,low,1,data/images/train/low/19787.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
19745,A,low,low,1,data/images/train/low/19815.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
19785,A,low,low,1,data/images/train/low/19859.jpg,auto:Mendeley Concrete Crack 'Negative' split: crack-free by dataset definition
