group_id,pool,label,src_class,n_files,path
17,C,high,high,1,data/images/train/high/image1106_jpg.rf.568b70b82d06f6ed715798fa1219b142.jpg
18,C,high,high,1,data/images/train/high/image1108_jpg.rf.0ecf20593935038c1a0b7539c7778683.jpg
19,C,moderate,high,1,data/images/train/high/image110_jpg.rf.d0c094022cdf08ffe387cce62adc330c.jpg
20,C,moderate,high,1,data/images/train/high/image1116_jpg.rf.d9740cdeb9363af75d1ee00fe9ba212d.jpg
21,C,moderate,high,1,data/images/train/high/image1118_jpg.rf.5d426514d5dc23802f150745b00725b3.jpg
22,C,moderate,high,1,data/images/train/high/image1121_jpg.rf.91317586ef1fb9d904e065a754a2403a.jpg
23,C,high,high,1,data/images/train/high/image1123_jpg.rf.e35a76a83eaef5de8f66fababd94716d.jpg
24,C,moderate,high,1,data/images/train/high/image1128_jpg.rf.036d243605f1bb5245f2364089da904c.jpg
25,C,high,high,1,data/images/train/high/image1133_jpg.rf.e39e49ce825db60cd464c5a4ebedb058.jpg
26,C,moderate,high,1,data/images/train/high/image1135_jpg.rf.e69900f926b1c39c3542ad569609b7ed.jpg
27,C,moderate,high,1,data/images/train/high/image1136_jpg.rf.d40e7e8ddb9067e0fd1329209cd9535b.jpg
28,C,moderate,high,1,data/images/train/high/image1137_jpg.rf.c5fa887d62c04ce73318b1477776c49e.jpg
29,C,high,high,2,data/images/train/high/image1139_jpg.rf.2075dae7232f74c2547d938789eb3d50.jpg
29,C,high,high,2,data/images/train/high/image1991_jpg.rf.98a1a6a729039dc0e489ebce7b08ef68.jpg
30,C,high,high,1,data/images/train/high/image113_jpg.rf.791162a3b6b980306ae98aa6a011f6e3.jpg
31,C,high,high,1,data/images/train/high/image1140_jpg.rf.2a4d8e95f6cc8b8e02c1df3598061bf4.jpg
32,C,high,high,1,data/images/train/high/image1157_jpg.rf.97d7fa13898e92f999b5aaf0a2e2e798.jpg
33,C,moderate,high,1,data/images/train/high/image1171_jpg.rf.57fcb2563cc7b4965fce1b5b8c0a9b47.jpg
34,C,high,high,1,data/images/train/high/image1172_jpg.rf.60b58d6ca0a08cbf2487c9578ab275f6.jpg
35,C,moderate,high,1,data/images/train/high/image1173_jpg.rf.a3027ad94b8a6f1bd0acc695482cc976.jpg
36,C,moderate,high,1,data/images/train/high/image1174_jpg.rf.a10b15799ed6ef45e605d9d73beeac15.jpg
37,C,high,high,1,data/images/train/high/image117_jpg.rf.63a12845f6a3511d22cc3bcae16efdf0.jpg
38,C,moderate,high,2,data/images/train/high/image1181_jpg.rf.9bfa57b17ef6822b3f342dea3017f595.jpg
38,C,moderate,high,2,data/images/train/high/image1325_jpg.rf.bb2b59d0ef4cf4391b9dc803090dc9fc.jpg
39,C,high,high,1,data/images/train/high/image1184_jpg.rf.85771e1c89a1f89c19ee28054ac83fda.jpg
40,C,moderate,high,1,data/images/train/high/image1185_jpg.rf.7389699e1373d2f854868057b4bed4f1.jpg
42,C,high,high,1,data/images/train/high/image1202_jpg.rf.a8326bb1c2d22a5aad4090367c5934f1.jpg
43,C,high,high,1,data/images/train/high/image1204_jpg.rf.1abeb584abd5970b4e96b3af3b8741f6.jpg
44,C,junk,high,1,data/images/train/high/image120_jpg.rf.50ffd14c5523d52990fba8065ef30a98.jpg
45,C,moderate,high,1,data/images/train/high/image1211_jpg.rf.88a8be910be6812bc73fbaf88762e6da.jpg
46,C,junk,high,1,data/images/train/high/image1212_jpg.rf.2d916a689862e21da70bf5e5ca11688a.jpg
47,C,high,high,1,data/images/train/high/image1215_jpg.rf.665ffd2655bc62988fc2446a84174c6e.jpg
48,C,junk,high,1,data/images/train/high/image1218_jpg.rf.a3ee60a5c0e755f505ce6a2d3565ef4a.jpg
49,C,moderate,high,1,data/images/train/high/image121_jpg.rf.6147d54dcec4a92879e4a8100faece21.jpg
50,C,high,high,1,data/images/train/high/image1224_jpg.rf.77ddfa318b0d3c255552205c9a8934a6.jpg
51,C,moderate,high,1,data/images/train/high/image1227_jpg.rf.26aa6014478816b6b52b76a55b2d2c4e.jpg
52,C,moderate,high,1,data/images/train/high/image1232_jpg.rf.c131155020b7d41fd7299c087362a713.jpg
53,C,high,high,1,data/images/train/high/image123_jpg.rf.0ea5f56b228f227a760a63977e48fa60.jpg
54,C,moderate,high,1,data/images/train/high/image1240_jpg.rf.bd75cc90d0a41ce0edb5f8f6e4f6c7dc.jpg
55,C,junk,high,1,data/images/train/high/image1241_jpg.rf.830c5ad96673fc4a227c4004055a1720.jpg
56,C,moderate,high,1,data/images/train/high/image1243_jpg.rf.87c985fb3ff2f2cbdf3c269c262f8807.jpg
57,C,moderate,high,1,data/images/train/high/image1244_jpg.rf.ec87846e055a133ec09a0005cd008536.jpg
58,C,moderate,high,1,data/images/train/high/image1247_jpg.rf.54e50263b12ccf8e50c35fde00a03576.jpg
59,C,high,high,1,data/images/train/high/image1249_jpg.rf.576afb1b141d7cd75105e36746f222b5.jpg
60,C,low,high,1,data/images/train/high/image1250_jpg.rf.d90d60c835e1ff7d677c307f0e21345b.jpg
61,C,moderate,high,1,data/images/train/high/image1255_jpg.rf.5a8da04c8a9fbfa24cd4824d206addf2.jpg
62,C,high,high,1,data/images/train/high/image1258_jpg.rf.a9e4b7ae70fa7aaeb99a2593dc4d9896.jpg
63,C,high,high,1,data/images/train/high/image1260_jpg.rf.9aa62c9658c0b8b49e1bc850a169da0a.jpg
64,C,moderate,high,1,data/images/train/high/image1263_jpg.rf.12d47f7ee4fdd57d236848ca1f720236.jpg
65,C,high,high,1,data/images/train/high/image1268_jpg.rf.2a828b8be54fc62fbe3ee1d283c4a290.jpg
66,C,low,high,1,data/images/train/high/image1273_jpg.rf.d403662f668dcaba5140e54bd2a7a8c0.jpg
67,C,junk,high,1,data/images/train/high/image1274_jpg.rf.2415707ae42bc0509e8683e66d94313d.jpg
68,C,moderate,high,1,data/images/train/high/image1275_jpg.rf.c28b5d9fb93cbf1188dd98a88657abe2.jpg
69,C,junk,high,1,data/images/train/high/image1276-2-_jpg.rf.57c3d2c182dd5eca303f5e5fd022bb2e.jpg
70,C,moderate,high,1,data/images/train/high/image1276_jpg.rf.8e295d343effd141867373565e9c95e0.jpg
71,C,high,high,1,data/images/train/high/image1277-2-_jpg.rf.c70f626cd22e892701226933b421ff4d.jpg
72,C,moderate,high,1,data/images/train/high/image1277_jpg.rf.bea39e2b67a23e01e4a6e04680ddae6e.jpg
73,C,junk,high,1,data/images/train/high/image1299_jpg.rf.56dd047b75918f724619d9bfd8263376.jpg
74,C,moderate,high,1,data/images/train/high/image1300_jpg.rf.64a37fdfea5ee179e9e81c588eb8f0d2.jpg
75,C,moderate,high,1,data/images/train/high/image1301_jpg.rf.a27c050420d7f7b97693e83f0f32b61f.jpg
76,C,moderate,high,1,data/images/train/high/image1312_jpg.rf.8cda778a9b007afb540bca5e3014ccec.jpg
77,C,high,high,1,data/images/train/high/image1316_jpg.rf.23a6a962e44d9d106f7299c19c4b5e18.jpg
78,C,moderate,high,1,data/images/train/high/image1319_jpg.rf.2a75d7e128d8f8507be080cff1b5c80e.jpg
79,C,high,high,1,data/images/train/high/image1320_jpg.rf.47d6eba6d7e4a1be334a0a4bdc6b684c.jpg
80,C,high,high,2,data/images/train/high/image1322_jpg.rf.ece6967c5630ba7a384068be7a64532d.jpg
80,C,high,high,2,data/images/train/high/image2033_jpg.rf.144bd154c35ff5e61b3d2b370f3e72de.jpg
81,C,high,high,1,data/images/train/high/image1326_jpg.rf.6a758bb3154790a3327c555b9f3c87a2.jpg
82,C,junk,high,1,data/images/train/high/image1332_jpg.rf.f9a1d2126e8645cb44baa2d3334e24cb.jpg
83,C,high,high,1,data/images/train/high/image1334_jpg.rf.3a8775dcc3274941ca189cf9feec1098.jpg
84,C,moderate,high,1,data/images/train/high/image1337_jpg.rf.94fa2bca8aebf7a2c49b67a538938210.jpg
85,C,junk,high,1,data/images/train/high/image1338_jpg.rf.ccc6bb20b45a641b6b6ca806fabe4a65.jpg
86,C,moderate,high,1,data/images/train/high/image1349_jpg.rf.054306a8d14e4b114ff764c42749e54e.jpg
87,C,moderate,high,1,data/images/train/high/image1351_jpg.rf.0ca9e87584a77c7a7f28e7cb0581b559.jpg
88,C,moderate,high,1,data/images/train/high/image1354_jpg.rf.c99a99cbef5ccc1e1cc434931b9c198b.jpg
89,C,moderate,high,1,data/images/train/high/image1355_jpg.rf.658b1d5cd67323a31d0076affc604b0e.jpg
90,C,moderate,high,1,data/images/train/high/image1358_jpg.rf.78d34c7ba82fba2ba04434d91d10d68f.jpg
91,C,moderate,high,1,data/images/train/high/image135_jpg.rf.83de4f8fa6b4d931077e69f44b1d40e4.jpg
92,C,moderate,high,1,data/images/train/high/image1360_jpg.rf.2f4fd013f86d8eac54be5a07b4727f7b.jpg
93,C,high,high,1,data/images/train/high/image1366-2-_jpg.rf.6d7da90b626c806d5998bdc84f20e998.jpg
94,C,junk,high,1,data/images/train/high/image1366_jpg.rf.53d372cb917e91914338a66ecb3eee0d.jpg
95,C,moderate,high,1,data/images/train/high/image1369_jpg.rf.19c07a89c3ffc575f146afb4f55dfc3b.jpg
96,C,moderate,high,1,data/images/train/high/image1374_jpg.rf.916590fc5d9c4591cac92c7d93c0f0c6.jpg
97,C,moderate,high,1,data/images/train/high/image1375_jpg.rf.e75f51aa0f12ada69c900b7a428a4e02.jpg
98,C,high,high,1,data/images/train/high/image137_jpg.rf.6b653f41afbe3d515cf83332cd7fdd01.jpg
99,C,moderate,high,1,data/images/train/high/image1383-2-_jpg.rf.4a6d97de31432a55cce70a34d697a8d3.jpg
100,C,moderate,high,1,data/images/train/high/image1383_jpg.rf.66b9541d39728c00032fba62a689f0e1.jpg
101,C,high,high,1,data/images/train/high/image1387_jpg.rf.2d7b2a77dfd7a385e0cdf80977b5c642.jpg
102,C,moderate,high,1,data/images/train/high/image1393_jpg.rf.2a28ea3ff4a3274c35a376ee976c65d4.jpg
103,C,high,high,1,data/images/train/high/image1395_jpg.rf.cb9a4225376da06619a09e57310e6afc.jpg
104,C,high,high,1,data/images/train/high/image1401_jpg.rf.cf27e276a78a2fc7b4a56aa88a308034.jpg
105,C,high,high,1,data/images/train/high/image1404_jpg.rf.8ed2c8d848d1b3b010fb4f817f7c8b17.jpg
106,C,high,high,1,data/images/train/high/image140_jpg.rf.3ddd5117c0fe0e007b4a6f2bb7825cb9.jpg
107,C,moderate,high,1,data/images/train/high/image1410_jpg.rf.c4138515f50b8c50a71c5f87f4ccec8e.jpg
108,C,junk,high,1,data/images/train/high/image1417_jpg.rf.b9a4d31bdbb67eda0053c88fd716fbad.jpg
109,C,moderate,high,1,data/images/train/high/image1418_jpg.rf.f46ff4c6fbbfbfcc93efb399a3a6a9fe.jpg
110,C,moderate,high,1,data/images/train/high/image1421_jpg.rf.28de76ba36af5e912177e6a8918c765f.jpg
111,C,junk,high,1,data/images/train/high/image1422_jpg.rf.8a42c2ba7a15183e388da05f060ead0b.jpg
112,C,junk,high,1,data/images/train/high/image1425_jpg.rf.6a559d1a5f7d4771b592bbe81bcd5a87.jpg
113,C,high,high,1,data/images/train/high/image143_jpg.rf.7ccfa762790d2ef11e7877bae68e7ab0.jpg
114,C,high,high,1,data/images/train/high/image1441_jpg.rf.9b463877b7dbc9e25676ce8129f34e57.jpg
115,C,moderate,high,1,data/images/train/high/image1445_jpg.rf.bdb00b03c2956b8d60eea485c478435c.jpg
116,C,high,high,1,data/images/train/high/image1450-2-_jpg.rf.3aab1fd16f5ff5fd8448f688100cbdfb.jpg
117,C,junk,high,1,data/images/train/high/image1450_jpg.rf.34c3ed60142d1d3f2a29cf8c514a878e.jpg
118,C,high,high,1,data/images/train/high/image1451_jpg.rf.4f328dcecb3806a19b6418326944d22f.jpg
119,C,moderate,high,1,data/images/train/high/image145_jpg.rf.0fd38b0c5fa4ba9f7df9b8be3e4706a5.jpg
120,C,high,high,1,data/images/train/high/image1462_jpg.rf.8207ff35f9d635796cb8c034d1be337a.jpg
121,C,junk,high,1,data/images/train/high/image1464_jpg.rf.da4ced585cbf1bfb42ba18915320c78c.jpg
122,C,junk,high,1,data/images/train/high/image1469_jpg.rf.af08fff2c643cf8c5c07d1781e8d8a61.jpg
123,C,moderate,high,1,data/images/train/high/image1470_jpg.rf.6088f46b9da1e4b2c3c48f7bc614412c.jpg
124,C,moderate,high,1,data/images/train/high/image1471-2-_jpg.rf.af197db76be0bbe90277c6b25638a112.jpg
125,C,moderate,high,1,data/images/train/high/image1471_jpg.rf.20486654223a7ec7e712ce1a4bfd187c.jpg
126,C,moderate,high,1,data/images/train/high/image1472_jpg.rf.e462e292b530ed1cb63888dbf1eaf5df.jpg
127,C,moderate,high,1,data/images/train/high/image1474_jpg.rf.f9c2b2b37025f555ecb4a18b24edbb70.jpg
128,C,moderate,high,1,data/images/train/high/image1495_jpg.rf.78916bb4bdc07f7fa26f4e714e539e32.jpg
130,C,junk,high,1,data/images/train/high/image1512_jpg.rf.f6272fae3a3e42ec3069976da270390f.jpg
131,C,junk,high,1,data/images/train/high/image1515_jpg.rf.85913b25cb43926dd3dd095b1861abc2.jpg
132,C,junk,high,2,data/images/train/high/image1517_jpg.rf.04dc9fcc763b3f8bacc842238b86cd2a.jpg
132,C,junk,high,2,data/images/train/high/image2080_jpg.rf.5979fed64176742de9c3cb34fa93779b.jpg
133,C,moderate,high,1,data/images/train/high/image151_jpg.rf.f901b3145fe500e9fc329dd91da9246f.jpg
134,C,high,high,1,data/images/train/high/image1523_jpg.rf.68e8d8b730bd0c3ad1c47c26b27cd5cf.jpg
135,C,low,high,1,data/images/train/high/image1526_jpg.rf.3b0a926830bc8d16ee2e38a67c5dff40.jpg
136,C,moderate,high,1,data/images/train/high/image1530_jpg.rf.1273cf37d51fc27060bfe31f7955ee90.jpg
137,C,moderate,high,1,data/images/train/high/image1536_jpg.rf.c8af580971f84de9560f340136540ce0.jpg
138,C,moderate,high,1,data/images/train/high/image1555_jpg.rf.e3bd502559f478a3c5865eb26ac2cb3b.jpg
139,C,moderate,high,1,data/images/train/high/image1557_jpg.rf.b5667199fb954ac47cc1829a54b31c61.jpg
140,C,moderate,high,1,data/images/train/high/image1558_jpg.rf.c3c4e1fb887f12d5bf527e1b4568e0bd.jpg
141,C,junk,high,2,data/images/train/high/image1561_jpg.rf.e0da48db7bb3aeeeb9b2680f216f55bc.jpg
141,C,junk,high,2,data/images/train/high/image1688_jpg.rf.0470d4dca88269483f881df894c6b4ea.jpg
142,C,junk,high,1,data/images/train/high/image156_jpg.rf.6b9b65c5cf884bf334d1a8bb8779c672.jpg
143,C,moderate,high,1,data/images/train/high/image1575_jpg.rf.0cbb7f1201016192fb7d008d288961da.jpg
144,C,moderate,high,1,data/images/train/high/image1580_jpg.rf.00a23367fd151a0a886782e51be78344.jpg
145,C,moderate,high,1,data/images/train/high/image1597_jpg.rf.0b04d1f3d9d1dd81ce5c3c1cf17ed48d.jpg
146,C,moderate,high,1,data/images/train/high/image1606_jpg.rf.b04b83841641c4c7ccc1523e78a8d2f1.jpg
147,C,moderate,high,1,data/images/train/high/image1612_jpg.rf.5330764490252aeaa4f9d87aefd386ea.jpg
148,C,moderate,high,1,data/images/train/high/image1613_jpg.rf.b59d1a2ee8ec9e6b387849d4158446b1.jpg
149,C,moderate,high,1,data/images/train/high/image1614_jpg.rf.783f3e6c6b3ce1743523363f59f505fa.jpg
150,C,high,high,1,data/images/train/high/image1622_jpg.rf.25e28e217073b2ec1b4ec292ceefead1.jpg
151,C,moderate,high,1,data/images/train/high/image1623_jpg.rf.436acb4d7201dbd885ed63e94c1e24e0.jpg
152,C,high,high,1,data/images/train/high/image1632_jpg.rf.109dcc89d1b979acd5adc3716afc9617.jpg
153,C,moderate,high,1,data/images/train/high/image1636_jpg.rf.3cb1a796351d6700a72a02fe11fea442.jpg
154,C,moderate,high,1,data/images/train/high/image1649_jpg.rf.abba743dcd4e04f580362bbac2a82fee.jpg
155,C,junk,high,1,data/images/train/high/image1654_jpg.rf.bb92497857511f59cf5277fc390fd53f.jpg
156,C,high,high,2,data/images/train/high/image1655_jpg.rf.2d83ef4daeb584b4963ed05813de13bf.jpg
156,C,high,high,2,data/images/train/high/image634_jpg.rf.ba427699283bfa7c4e262a34637af3dc.jpg
157,C,moderate,high,1,data/images/train/high/image1658_jpg.rf.0c23d6ea367193b2ba5d3d32aef81e75.jpg
158,C,high,high,1,data/images/train/high/image1660_jpg.rf.14a40f952c1c30d260b33e80b67865f0.jpg
159,C,high,high,1,data/images/train/high/image1675_jpg.rf.c2748a0d6854d2cca5c7cd10f7ea81a0.jpg
160,C,high,high,1,data/images/train/high/image167_jpg.rf.49ae19d9870231a85dcdec5b5e582359.jpg
161,C,high,high,1,data/images/train/high/image1691_jpg.rf.07b657f830cc5fe139e7d7c4ca531c4e.jpg
162,C,moderate,high,1,data/images/train/high/image1694_jpg.rf.f3bb49010be16d2af9f65b439c5e90dd.jpg
163,C,moderate,high,1,data/images/train/high/image1695-2-_jpg.rf.7facce564149823518ddcc0076aaab0c.jpg
164,C,moderate,high,1,data/images/train/high/image1697_jpg.rf.f0b69eac2f9f7331943fe628bd3e7fcb.jpg
165,C,high,high,1,data/images/train/high/image1700_jpg.rf.e43b0d28b6ef773e21209fedb3778b1f.jpg
166,C,moderate,high,1,data/images/train/high/image1706_jpg.rf.7f625340837209a44667f5018186e29b.jpg
167,C,moderate,high,1,data/images/train/high/image1734_jpg.rf.3247905d32343afc5d5e63aac57a5c30.jpg
168,C,low,high,1,data/images/train/high/image173_jpg.rf.f7a664db1f38f819d93e0d68ed6bd2ba.jpg
169,C,moderate,high,1,data/images/train/high/image1747_jpg.rf.4f533df1722c50a12df9f6a140ac8691.jpg
170,C,junk,high,1,data/images/train/high/image1757_jpg.rf.bcb7ebfa7d46fb16ba0c517e8c43dcb8.jpg
171,C,moderate,high,1,data/images/train/high/image175_jpg.rf.aec4bfcaff933950cdb6540e824eae7e.jpg
172,C,moderate,high,1,data/images/train/high/image1760_jpg.rf.741fe77adb4c12d431e348fdc769677f.jpg
173,C,moderate,high,1,data/images/train/high/image1764_jpg.rf.2121c756e2ba2ad43509a0bba2e279f7.jpg
174,C,moderate,high,1,data/images/train/high/image1766_jpg.rf.ab901175b08a4c674dff761cc1ccdbaa.jpg
175,C,moderate,high,1,data/images/train/high/image176_jpg.rf.8c37889317fff2e5909e0e4a838a2ab1.jpg
176,C,high,high,2,data/images/train/high/image1775_jpg.rf.989d604a2d62f80b69d5982937ed425a.jpg
176,C,high,high,2,data/images/train/high/image2441_jpg.rf.eddd5e1d3cf469fdca806b979ae0c4b1.jpg
177,C,moderate,high,1,data/images/train/high/image1779_jpg.rf.7de5385b50fe348fb1116449301378b8.jpg
178,C,high,high,1,data/images/train/high/image1783_jpg.rf.60afa63b6dda6efbed3293c7102e78c0.jpg
179,C,moderate,high,1,data/images/train/high/image1784_jpg.rf.e69ff8aebd24e20387db8e9ebed78eda.jpg
180,C,moderate,high,1,data/images/train/high/image1785_jpg.rf.5c85833e643222b12ce475cc7cbf94a3.jpg
181,C,moderate,high,1,data/images/train/high/image1786_jpg.rf.057b866b24cbbfb42e63c102cc79138e.jpg
182,C,moderate,high,1,data/images/train/high/image1788_jpg.rf.56f53cc02edd828aa4c5e7ce38262c41.jpg
183,C,moderate,high,1,data/images/train/high/image1794_jpg.rf.03517f1be66dd09a8dd489f6c3bd18cd.jpg
184,C,high,high,1,data/images/train/high/image1807_jpg.rf.9fea5d958aebb080a0a50ecd03cc9db2.jpg
185,C,high,high,1,data/images/train/high/image1813_jpg.rf.349395c5305531f0cc1a9687abf2bc32.jpg
186,C,high,high,1,data/images/train/high/image181_jpg.rf.17f3036e2c6a1e89fca301666a049557.jpg
187,C,moderate,high,1,data/images/train/high/image1822_jpg.rf.804ce9858379734afebac6dbf781a198.jpg
188,C,junk,high,1,data/images/train/high/image1828_jpg.rf.9a5ffde64f65e082a23af95446bddd67.jpg
189,C,high,high,1,data/images/train/high/image1829_jpg.rf.72a5c507d66ab49d1052f9b6b79f28d5.jpg
190,C,high,high,1,data/images/train/high/image183_jpg.rf.8d9745603d22fcdbd2a042ba6ab2c858.jpg
191,C,high,high,1,data/images/train/high/image184_jpg.rf.b7c94b97868a5897bebb8b7cbb7feb70.jpg
192,C,high,high,1,data/images/train/high/image1866_jpg.rf.5033ce54bfc813a5f92fb3d74f8a18d7.jpg
193,C,junk,high,2,data/images/train/high/image1869_jpg.rf.ba3399a94a87af543e5a277cd8b82b57.jpg
193,C,junk,high,2,data/images/train/high/image49_jpg.rf.5f76c6f2c2c002ac2f01497ec7702da0.jpg
194,C,high,high,1,data/images/train/high/image1875_jpg.rf.5b1bfe12bb5ef5b6b5f9f608712d3781.jpg
195,C,moderate,high,1,data/images/train/high/image1877_jpg.rf.d232acf41e3f19196a265172e750d398.jpg
196,C,junk,high,1,data/images/train/high/image1882_jpg.rf.85a814c16fbaad0d7fdea06518a56d76.jpg
197,C,high,high,1,data/images/train/high/image1897_jpg.rf.44ee17a1df7d77d800e578ccae5735ed.jpg
198,C,high,high,1,data/images/train/high/image18_jpg.rf.4388cd51c5dbee3d9705e76cc4d2a9b5.jpg
199,C,high,high,1,data/images/train/high/image1901_jpg.rf.1e495880be805bca372c90a628354b8e.jpg
200,C,high,high,1,data/images/train/high/image1907_jpg.rf.b33370c826f58407f151cd2488d4875c.jpg
202,C,high,high,1,data/images/train/high/image1922_jpg.rf.9bfd55f22c30ce06cf017756a40e7559.jpg
203,C,low,high,2,data/images/train/high/image1923_jpg.rf.4570cc085aee8a34e0bdf7ec9bfc8590.jpg
203,C,low,high,2,data/images/train/high/image798_jpg.rf.153e0cd3441737fe2b12e7d45b155bfd.jpg
204,C,junk,high,2,data/images/train/high/image1934_jpg.rf.4725c7cc8ca785197e557e10b4ea9648.jpg
204,C,junk,high,2,data/images/train/high/image99_jpg.rf.8652efeceb42b30d2e0920e6f903524d.jpg
205,C,high,high,2,data/images/train/high/image1935_jpg.rf.67fe1e13fd692b08110c46e8045c5968.jpg
205,C,high,high,2,data/images/train/high/image854_jpg.rf.583996353221f8c1053511aa1b19ebe1.jpg
206,C,junk,high,1,data/images/train/high/image1964_jpg.rf.916b07ba7cfabd2cd406f09e088a72d9.jpg
207,C,high,high,1,data/images/train/high/image196_jpg.rf.e7586a52430ee66ef48f46a8b46d2065.jpg
209,C,junk,high,2,data/images/train/high/image1986_jpg.rf.38cedfdb2d9da52871830ce979bd0e2c.jpg
209,C,junk,high,2,data/images/train/high/image944-2-_jpg.rf.d4d65d57059204417bec81917622cef7.jpg
210,C,high,high,1,data/images/train/high/image198_jpg.rf.1b8280a7be93be47d27ca12139e8cb3e.jpg
212,C,junk,high,1,data/images/train/high/image2025_jpg.rf.bfd684f5cc9dc456acf2f40ad0650afe.jpg
213,C,junk,high,1,data/images/train/high/image2032_jpg.rf.217bdcdf835ef51a3f7191e018af62e8.jpg
214,C,high,high,1,data/images/train/high/image2079_jpg.rf.cbd042999ab0cc062aad531daa4a26fd.jpg
215,C,junk,high,1,data/images/train/high/image2111_jpg.rf.840a844451b7f997e1c33b650afeae4e.jpg
216,C,high,high,1,data/images/train/high/image2130_jpg.rf.cbd2d37860d8d17a8b759d931e4cc8c5.jpg
217,C,high,high,1,data/images/train/high/image2135_jpg.rf.ec544cf0457bd12a5d04a3da08cbf5fe.jpg
218,C,high,high,1,data/images/train/high/image2137_jpg.rf.352535fe7b648c2a61849af7ba29b8bf.jpg
219,C,high,high,1,data/images/train/high/image2138_jpg.rf.705cb43673c0fc6b373613e8c52945ff.jpg
221,C,moderate,high,1,data/images/train/high/image214_jpg.rf.61879c3857bc7a3637eababc470c9504.jpg
222,C,moderate,high,1,data/images/train/high/image2154_jpg.rf.429262cf23c6097aec953e12a8f9cb87.jpg
223,C,moderate,high,1,data/images/train/high/image2163_jpg.rf.086040ed3497e0119f282079723eb256.jpg
226,C,junk,high,1,data/images/train/high/image2185_jpg.rf.4ae9ebbd3dbc4e154e2fab1e1693162f.jpg
227,C,moderate,high,1,data/images/train/high/image2189_jpg.rf.b0178b0c40cf4ff989a82b69059cedb6.jpg
228,C,junk,high,1,data/images/train/high/image2198_jpg.rf.17af9b06f41c78c0af8e1aad3ea4785d.jpg
229,C,high,high,2,data/images/train/high/image2205_jpg.rf.f23477ffe9afe7d3713fdf803f2bf4da.jpg
229,C,high,high,2,data/images/train/high/image267_jpg.rf.aade4a231ea53c60f6b14b573f4723e9.jpg
230,C,high,high,1,data/images/train/high/image2211_jpg.rf.9fe3513cfbdf39b0d0a243be0038e1ac.jpg
231,C,high,high,1,data/images/train/high/image2214_jpg.rf.dbb5882f7b29d1ad266a07d28c8a4631.jpg
232,C,moderate,high,1,data/images/train/high/image2260_jpg.rf.b3682fca45754771b016412d757eae8d.jpg
233,C,high,high,1,data/images/train/high/image2266_jpg.rf.62ea85d3d3d7616f06d0b8b446382e04.jpg
234,C,moderate,high,1,data/images/train/high/image2270_jpg.rf.1d896791a0a130a363d8c9c48b076b65.jpg
235,C,moderate,high,1,data/images/train/high/image2273_jpg.rf.b21e745492de8753f5a6fb21203f2ff8.jpg
236,C,moderate,high,1,data/images/train/high/image2278_jpg.rf.4a92bddc196e9fa72b71fe6cd2cd86d9.jpg
237,C,moderate,high,1,data/images/train/high/image2279_jpg.rf.54b84b43c5b5bd7a7e062c10c338ef4e.jpg
238,C,high,high,1,data/images/train/high/image2282_jpg.rf.6d197e6015b45317cb25736711e98796.jpg
