latitude,longitude,distance_to_fault_km,liquefaction_tier,year_built,number_of_stories,material,building_use,soil_classification,previous_retrofit,structural_system,foundation_type,label,assessed_damage
14.832552315281962,121.12107256291529,2.9094942195841305,,2016.0,3,mixed,residential,D,False,moment_frame,mat,RESTRICTED,RESTRICTED
14.8231334628187,121.07752118798868,7.370518813940795,,1952.0,2,mixed,residential,E,False,braced_frame,shallow,UNSAFE,UNSAFE
14.813564146407854,121.10533587009202,4.198707879925392,,1999.0,1,mixed,residential,D,False,unknown,deep,RESTRICTED,RESTRICTED
14.842366929525513,121.09163788056165,6.216502443603419,,2019.0,2,concrete,mixed,C,False,shear_wall,shallow,SAFE,SAFE
14.821647590201824,121.1008633884099,4.948381448533898,,,1,concrete,residential,D,False,unknown,mat,RESTRICTED,RESTRICTED
14.797183643955243,121.09083738668869,5.383797812781013,,1983.0,5,mixed,industrial,D,False,shear_wall,deep,RESTRICTED,RESTRICTED
14.810194984533899,121.02068044106655,13.020689308057609,,1982.0,4,concrete,institutional,D,False,unknown,deep,RESTRICTED,RESTRICTED
14.807432456466522,121.04508010139209,10.376296392846388,,1965.0,1,concrete,residential,F,False,unknown,shallow,UNSAFE,UNSAFE
14.794972130940437,121.02432975235804,12.525043692072057,,1971.0,2,wood,residential,B,False,wood_frame,deep,RESTRICTED,RESTRICTED
14.832264746551402,121.05557054054685,9.934117595238575,,,5,concrete,commercial,B,False,moment_frame,shallow,SAFE,SAFE
14.844219086780459,121.09054859973033,6.378317825741721,,1968.0,6,wood,institutional,D,False,unknown,deep,UNSAFE,UNSAFE
14.807222559446675,121.10479289674832,4.0260092333532524,,1987.0,8,wood,mixed,B,False,unknown,shallow,UNSAFE,UNSAFE
14.812660676629589,121.11249993501137,3.4579463006814533,,1988.0,3,mixed,mixed,C,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.816499139109382,121.03800147658836,11.27284125414185,,1983.0,3,mixed,residential,D,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.83563636271003,121.03681185466895,11.958559817055548,,1998.0,2,wood,residential,E,False,wood_frame,shallow,UNSAFE,UNSAFE
14.804736699280804,121.07582704410497,7.052885100841308,,2008.0,1,mixed,residential,C,False,moment_frame,shallow,SAFE,SAFE
14.829164587436503,121.05662189778782,9.709963159414741,,2026.0,4,concrete,residential,E,False,moment_frame,unknown,RESTRICTED,RESTRICTED
14.77598598850789,121.06462830554749,7.82968477991461,,2014.0,3,concrete,residential,F,False,braced_frame,unknown,UNSAFE,UNSAFE
14.862376551074092,121.05188951071979,10.945140884101187,,1974.0,1,wood,residential,E,False,wood_frame,shallow,UNSAFE,UNSAFE
14.794076172526545,121.0762526183833,6.933849006546423,,1975.0,2,concrete,residential,D,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.787228032349635,121.07710434246029,6.835997381796486,,1951.0,1,concrete,residential,C,True,unknown,shallow,SAFE,SAFE
14.824160354897831,121.05721202136726,9.46865238788507,,1951.0,4,concrete,residential,D,False,moment_frame,deep,RESTRICTED,RESTRICTED
14.851345342116765,121.04005962393204,11.853737297173568,,,5,concrete,institutional,D,True,braced_frame,shallow,SAFE,SAFE
14.837904361092443,121.11730110642583,3.415387008109479,,1965.0,8,mixed,commercial,C,False,shear_wall,shallow,UNSAFE,UNSAFE
14.828873156428564,121.07395979656545,7.927197076237327,,,3,concrete,residential,A,False,unknown,shallow,SAFE,SAFE
14.831081881783634,121.09414226623218,5.79195002915304,,2009.0,3,concrete,residential,D,False,shear_wall,deep,SAFE,SAFE
14.808145782800862,121.02780070318379,12.235662065699415,,1967.0,4,wood,residential,E,False,wood_frame,unknown,UNSAFE,UNSAFE
14.815807843675865,121.02211392609594,12.946834005487531,,1951.0,5,mixed,mixed,E,False,moment_frame,unknown,UNSAFE,UNSAFE
14.78155972948548,121.06038595545361,8.4860825857027,,,2,mixed,mixed,D,False,braced_frame,shallow,UNSAFE,UNSAFE
14.824986014482445,121.03031793937966,12.280905977975861,,2004.0,3,wood,residential,D,False,unknown,shallow,RESTRICTED,RESTRICTED
14.8013898224012,121.09373905092983,5.09883431271551,,1951.0,1,concrete,mixed,D,False,shear_wall,unknown,UNSAFE,UNSAFE
14.815486025224438,121.08120470854287,6.71762113386814,,2000.0,2,mixed,residential,D,False,moment_frame,unknown,RESTRICTED,RESTRICTED
14.823426178033714,121.14110860134194,0.6742996957287596,,1991.0,4,concrete,commercial,D,False,unknown,shallow,UNSAFE,UNSAFE
14.793560108656235,121.07945620257428,6.587704225079065,,1989.0,2,mixed,institutional,E,False,braced_frame,shallow,UNSAFE,UNSAFE
14.818422668181853,121.06061270677905,8.94112540372086,,1977.0,3,wood,commercial,C,True,wood_frame,deep,RESTRICTED,RESTRICTED
14.821692351506584,121.0352101868167,11.683675977854717,,1966.0,4,wood,residential,C,False,wood_frame,shallow,UNSAFE,UNSAFE
14.833276468582003,121.03100475488684,12.463389009465272,,2008.0,2,concrete,residential,D,False,shear_wall,shallow,SAFE,SAFE
14.832020343564704,121.0539294437726,10.093860707431034,,1965.0,1,concrete,residential,D,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.842724499720171,121.1131153826114,4.007397664051828,,1974.0,5,wood,institutional,C,False,unknown,mat,UNSAFE,UNSAFE
14.803746991833032,121.0902591921087,5.496481759877318,,2006.0,1,concrete,mixed,B,False,moment_frame,shallow,SAFE,SAFE
14.860781388906169,121.05869674820843,10.195265319000804,,1957.0,1,concrete,residential,F,False,moment_frame,shallow,UNSAFE,UNSAFE
14.81787236522755,121.05521524505085,9.49031462417229,,2025.0,4,concrete,residential,D,False,shear_wall,unknown,SAFE,SAFE
14.859129499512726,121.05057439049662,10.968195739898789,,2017.0,3,mixed,mixed,C,False,shear_wall,mat,SAFE,SAFE
14.798357594601375,121.08548007068615,5.9702296465404245,,1967.0,3,concrete,residential,D,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.83223973161783,121.11909262787478,3.1187730714421393,,1978.0,1,wood,residential,E,False,wood_frame,shallow,UNSAFE,UNSAFE
14.793117619267008,121.11574366532582,2.6807078581639843,,1970.0,2,mixed,industrial,A,False,shear_wall,shallow,SAFE,SAFE
14.84884615609218,121.03288779675174,12.562463627030489,,1976.0,1,mixed,residential,D,False,unknown,mat,RESTRICTED,RESTRICTED
14.797808261300249,121.04267023238373,10.563035271188237,,1990.0,2,concrete,mixed,C,True,moment_frame,deep,SAFE,SAFE
14.781498313537275,121.08307456107214,6.112797364126642,,1969.0,2,concrete,mixed,C,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.8338074954386,121.03409130814883,12.166902749781903,,1982.0,1,concrete,residential,B,False,shear_wall,shallow,SAFE,SAFE
14.817017090261746,121.03276492298531,11.83774029364547,,1977.0,3,wood,institutional,C,False,wood_frame,mat,UNSAFE,UNSAFE
14.824346266931919,121.10876936431873,4.153415256558405,,1963.0,5,mixed,industrial,C,True,unknown,unknown,RESTRICTED,RESTRICTED
14.84620128810284,121.04311383212674,11.42892082000815,,1952.0,4,wood,mixed,E,False,wood_frame,mat,UNSAFE,UNSAFE
14.839817445266128,121.11157685317545,4.065477976842788,,,1,concrete,industrial,A,False,moment_frame,shallow,SAFE,SAFE
14.8152779738869,121.05654709264608,9.287663184921078,,1982.0,4,concrete,residential,D,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.858028443361851,121.05462152641888,10.516007411988664,,1969.0,2,concrete,residential,D,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.777774262054718,121.10076470885096,4.165303651289725,,2024.0,3,mixed,residential,B,False,unknown,shallow,SAFE,SAFE
14.808469864318749,121.03522220403413,11.443782512572167,,1994.0,3,mixed,institutional,D,True,moment_frame,mat,SAFE,SAFE
14.825809025863776,121.144880138758,0.304072796866169,,,1,concrete,residential,E,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.844303881266509,121.07864523888466,7.6286005290958,,1970.0,5,wood,industrial,D,True,unknown,shallow,UNSAFE,UNSAFE
14.819412203725257,121.04747749777867,10.340189393922804,,1974.0,3,wood,mixed,B,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.807828667617548,121.09666621312637,4.891974675657215,,1975.0,7,wood,mixed,C,False,wood_frame,unknown,UNSAFE,UNSAFE
14.8091331129349,121.0662709237818,8.135878611044818,,,3,concrete,commercial,D,False,unknown,deep,RESTRICTED,RESTRICTED
14.791684749792752,121.07685480390737,6.867016849908312,,2007.0,8,concrete,mixed,D,False,shear_wall,deep,SAFE,SAFE
14.840506420079565,121.04801146891324,10.823042622870348,,1978.0,2,wood,residential,C,False,wood_frame,deep,RESTRICTED,RESTRICTED
14.84821419779533,121.03599676711501,12.220852844480648,,1991.0,3,concrete,residential,F,False,moment_frame,shallow,UNSAFE,UNSAFE
14.781495807690298,121.05779331736373,8.741215971215953,,1954.0,3,wood,institutional,D,False,braced_frame,shallow,UNSAFE,UNSAFE
14.782450481703556,121.05439233740444,9.119606926852464,,2007.0,3,wood,residential,D,False,unknown,deep,RESTRICTED,RESTRICTED
14.80597241776304,121.10697053936725,3.764977800587353,,,3,concrete,industrial,E,False,shear_wall,deep,RESTRICTED,RESTRICTED
14.81684032620704,121.05880989969693,9.08742932313927,,2004.0,4,concrete,residential,F,False,shear_wall,mat,RESTRICTED,RESTRICTED
14.79183645675789,121.04802242393538,9.971094657851868,,1962.0,3,wood,residential,C,False,wood_frame,shallow,UNSAFE,UNSAFE
14.80819037560758,121.09243407245842,5.345486744872792,,,3,wood,residential,E,False,braced_frame,shallow,UNSAFE,UNSAFE
14.80401079654459,121.0231283206988,12.704708223225756,,1974.0,1,wood,residential,F,False,wood_frame,unknown,UNSAFE,UNSAFE
14.777360158323658,121.08612995014128,5.71949037414448,,1963.0,1,concrete,residential,E,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.830360267779167,121.12008380842366,3.0025739411584396,,1955.0,4,concrete,residential,F,False,shear_wall,shallow,UNSAFE,UNSAFE
14.817790606923818,121.08776508707975,6.12885275181364,,1988.0,2,concrete,residential,B,False,unknown,shallow,SAFE,SAFE
14.812751046907467,121.13045282719308,1.6294236446068886,,1978.0,5,concrete,industrial,B,False,shear_wall,mat,SAFE,SAFE
14.830074104100834,121.06771889635368,8.6085149917557,,1955.0,1,mixed,commercial,A,False,moment_frame,shallow,SAFE,SAFE
14.808251816700604,121.08003880284623,6.6571340560294265,,1992.0,2,mixed,residential,D,False,shear_wall,unknown,RESTRICTED,RESTRICTED
14.803412761654274,121.04746809711072,10.08452884996004,,1953.0,5,mixed,industrial,E,False,wood_frame,shallow,UNSAFE,UNSAFE
14.79949112555755,121.06523639416493,8.15189352995144,,1990.0,2,concrete,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.834599802172363,121.06697198113216,8.734387543353646,,1996.0,2,wood,industrial,C,True,unknown,shallow,SAFE,SAFE
14.860385320561823,121.05600640359886,10.4545147918022,,2008.0,2,concrete,residential,B,False,unknown,deep,SAFE,SAFE
14.814525950974879,121.13825679992898,0.858059994335679,,1950.0,3,mixed,residential,C,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.81986939838161,121.06018679183062,9.026644936609758,,2011.0,1,mixed,residential,C,False,unknown,deep,SAFE,SAFE
14.831350477220964,121.12925630375297,2.0203799541390173,,2021.0,3,mixed,residential,D,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.819603569048946,121.12339180539486,2.5178372188972094,,,4,mixed,residential,C,False,moment_frame,mat,RESTRICTED,RESTRICTED
14.795635767161057,121.10062430151777,4.319907259165855,,1958.0,5,wood,mixed,E,False,wood_frame,mat,UNSAFE,UNSAFE
14.787232072771372,121.11416411311507,2.862999640267225,,2020.0,1,mixed,residential,E,False,braced_frame,shallow,RESTRICTED,RESTRICTED
14.827606090390823,121.034128567433,11.958787538931068,,1950.0,6,wood,mixed,D,False,wood_frame,shallow,UNSAFE,UNSAFE
14.838517129857792,121.02921494748081,12.818632464064132,,1976.0,1,mixed,residential,E,False,braced_frame,deep,RESTRICTED,RESTRICTED
14.825577689487908,121.12292607656812,2.645717209750744,,1958.0,3,wood,residential,E,False,unknown,shallow,UNSAFE,UNSAFE
14.776711125915428,121.0949359860138,4.769442259841725,,2019.0,2,concrete,residential,D,False,moment_frame,shallow,SAFE,SAFE
14.784182936221528,121.09840006243728,4.522989907553841,,1970.0,7,concrete,commercial,C,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.823495020048883,121.09159997393331,5.964686656415333,,2022.0,2,concrete,residential,D,False,unknown,mat,SAFE,SAFE
14.81861468889524,121.07845982528559,7.103634520531456,,2019.0,1,concrete,residential,F,False,shear_wall,unknown,RESTRICTED,RESTRICTED
14.826157016822002,121.08193429241335,7.038878927826844,,2007.0,4,concrete,residential,E,False,shear_wall,unknown,RESTRICTED,RESTRICTED
14.808420273946588,121.10393646345759,4.149444370323641,,,4,mixed,residential,D,False,unknown,deep,RESTRICTED,RESTRICTED
14.833177616858796,121.11939920346038,3.0958916592676147,,,4,concrete,residential,B,False,unknown,shallow,SAFE,SAFE
14.855437109844633,121.06088738672581,9.787307671894334,,1980.0,1,concrete,residential,F,False,moment_frame,shallow,UNSAFE,UNSAFE
14.793908921797632,121.11783388208052,2.459093601094344,,1969.0,5,wood,mixed,E,False,wood_frame,shallow,UNSAFE,UNSAFE
14.798211663943997,121.06494423157889,8.171933452079132,,1961.0,3,concrete,residential,D,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.838906202104662,121.06748392780125,8.720150839599542,,2018.0,2,mixed,residential,C,False,moment_frame,shallow,SAFE,SAFE
14.814374944590725,121.12019320888396,2.745415016488706,,2008.0,2,concrete,residential,A,False,unknown,shallow,SAFE,SAFE
14.864087176697282,121.06655976672737,9.367477055516058,,1997.0,4,mixed,residential,D,True,braced_frame,deep,SAFE,SAFE
14.850749436147744,121.03231960493785,12.659212328965285,,1956.0,3,concrete,residential,E,False,moment_frame,mat,RESTRICTED,RESTRICTED
14.779344658590688,121.10117614865432,4.154073210575674,,2011.0,4,concrete,residential,A,False,braced_frame,mat,SAFE,SAFE
14.834634398486335,121.09469461477171,5.758112498200703,,,4,concrete,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.81191986001025,121.01822209034913,13.304644409777444,,2018.0,5,concrete,institutional,F,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.796341709378648,121.12618110263904,1.589926430386828,,2023.0,5,concrete,mixed,E,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.810743470998194,121.07747236741561,6.979908004940495,,1967.0,4,wood,residential,E,False,unknown,deep,UNSAFE,UNSAFE
14.857404516046609,121.05667703959152,10.28423721022656,,1988.0,1,mixed,residential,F,False,unknown,mat,UNSAFE,UNSAFE
14.849412985393009,121.05428457122824,10.311058652781036,,2021.0,3,concrete,residential,D,False,moment_frame,shallow,SAFE,SAFE
14.831109166662278,121.10497495740502,4.630330569573763,,1988.0,3,wood,residential,D,False,wood_frame,shallow,UNSAFE,UNSAFE
14.843520312632572,121.03557834377744,12.190876650449264,,1965.0,2,mixed,industrial,E,False,braced_frame,shallow,UNSAFE,UNSAFE
14.770940185407461,121.10372478732361,3.7633805729322187,,2011.0,8,mixed,commercial,D,False,unknown,mat,UNSAFE,UNSAFE
14.850639200956188,121.04826247461409,10.973328303326449,,2021.0,4,concrete,residential,C,False,shear_wall,mat,SAFE,SAFE
14.816840792023003,121.03317535401217,11.790799499945903,,1968.0,3,mixed,residential,B,False,unknown,deep,SAFE,SAFE
14.829138053781517,121.11553102825768,3.479492513592932,,1984.0,3,concrete,residential,D,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.786314478450793,121.11412798894379,2.8549634498422893,,1976.0,1,mixed,institutional,D,False,moment_frame,shallow,UNSAFE,UNSAFE
14.836967641228735,121.05253862028209,10.302094628694997,,2001.0,3,concrete,residential,D,False,braced_frame,mat,SAFE,SAFE
14.827328146083719,121.1467353883354,0.12396356646894184,,1962.0,1,concrete,industrial,E,False,moment_frame,deep,UNSAFE,UNSAFE
14.784362919390036,121.11080292776207,3.1940950142198967,,2012.0,3,concrete,residential,C,False,braced_frame,shallow,SAFE,SAFE
14.785382658316824,121.02876686572041,11.812810421554394,,1969.0,1,concrete,mixed,C,False,braced_frame,shallow,SAFE,SAFE
14.829764917575739,121.12069502632413,2.9355098378350775,,1992.0,2,mixed,residential,D,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.781619124600455,121.09259081322708,5.109075580872274,,1960.0,3,mixed,institutional,C,False,moment_frame,deep,RESTRICTED,RESTRICTED
14.835975012323267,121.09333489363057,5.918599979146627,,1985.0,3,concrete,residential,D,False,unknown,shallow,RESTRICTED,RESTRICTED
14.817215327555813,121.03629760173054,11.467689031258088,,2008.0,1,wood,residential,C,True,wood_frame,shallow,SAFE,SAFE
14.8138652570749,121.07023430663405,7.814895860117999,,2005.0,1,concrete,residential,E,False,braced_frame,mat,RESTRICTED,RESTRICTED
14.797257586343626,121.05351010839867,9.39435275341524,,1990.0,5,mixed,commercial,C,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.827273651695892,121.07340349198687,7.956158677385626,,2002.0,1,mixed,residential,E,True,moment_frame,unknown,RESTRICTED,RESTRICTED
14.807754120857371,121.10085154452813,4.451738949898171,,1977.0,5,wood,institutional,B,True,wood_frame,shallow,RESTRICTED,RESTRICTED
14.788724035007682,121.0708648182327,7.519096565881049,,1977.0,2,wood,commercial,D,False,unknown,unknown,UNSAFE,UNSAFE
14.798466558054091,121.09470102096313,4.981257592745854,,1955.0,4,mixed,industrial,D,False,unknown,deep,UNSAFE,UNSAFE
14.808399864567422,121.02137644810216,12.927040099390943,,2009.0,7,concrete,commercial,D,False,shear_wall,shallow,SAFE,SAFE
14.789504549236169,121.07954161334837,6.585101973717316,,2006.0,3,concrete,residential,E,True,shear_wall,deep,SAFE,SAFE
14.82284246859142,121.09259675931608,5.848043117269482,,1993.0,2,wood,residential,F,False,wood_frame,shallow,UNSAFE,UNSAFE
14.830895863999048,121.10979700979715,4.110825204793629,,2023.0,4,wood,residential,C,False,wood_frame,mat,RESTRICTED,RESTRICTED
14.798385534714324,121.10321546432289,4.064545169838663,,1984.0,4,mixed,residential,E,False,wood_frame,deep,UNSAFE,UNSAFE
14.82121295365159,121.1211399920174,2.7883691204254055,,1953.0,3,wood,residential,C,False,wood_frame,shallow,UNSAFE,UNSAFE
14.828746111745952,121.07387019400683,7.935562544383764,,1954.0,3,wood,residential,D,False,wood_frame,mat,UNSAFE,UNSAFE
14.817645209984631,121.06447491364737,8.517049707048306,,2022.0,2,concrete,institutional,D,False,unknown,shallow,RESTRICTED,RESTRICTED
14.816752780664162,121.13888206147658,0.8207373565377877,,1958.0,3,concrete,residential,D,True,moment_frame,unknown,RESTRICTED,RESTRICTED
14.845784380112308,121.08566818038719,6.930238930237371,,,8,concrete,commercial,C,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.849460592630415,121.0583398220414,9.885659724240032,,,2,concrete,residential,D,False,shear_wall,shallow,SAFE,SAFE
14.778750286427254,121.08219830653051,6.158489961705661,,1951.0,2,concrete,residential,B,False,shear_wall,unknown,SAFE,SAFE
14.794896429413678,121.02396663572411,12.563945436847229,,,3,mixed,residential,D,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.784349845922666,121.0609527495406,8.513293737784062,,1982.0,8,concrete,mixed,F,False,moment_frame,shallow,UNSAFE,UNSAFE
14.840180888500882,121.0582658235648,9.722050516235392,,2017.0,4,concrete,residential,D,False,unknown,shallow,SAFE,SAFE
14.803878243660503,121.13031684948491,1.3076867059552442,,,1,concrete,industrial,A,False,braced_frame,shallow,SAFE,SAFE
14.826279220903066,121.03698456803407,11.623151959669357,,1995.0,1,wood,residential,E,False,wood_frame,deep,UNSAFE,UNSAFE
14.803158698796967,121.03247813557222,11.694595045702988,,2017.0,3,concrete,residential,B,True,shear_wall,shallow,SAFE,SAFE
14.797870770029895,121.1191049041601,2.353248660145565,,1967.0,7,concrete,mixed,D,False,shear_wall,shallow,UNSAFE,UNSAFE
14.836526799764435,121.10789339566954,4.374349012078753,,2017.0,6,wood,mixed,F,False,wood_frame,deep,UNSAFE,UNSAFE
14.830203991166941,121.06808431985952,8.570788204342664,,1950.0,3,mixed,residential,F,False,wood_frame,shallow,UNSAFE,UNSAFE
14.783444007943748,121.08630725193531,5.8122606704951325,,1991.0,4,concrete,residential,C,False,moment_frame,shallow,SAFE,SAFE
14.849354940408643,121.038616900973,11.964660067521887,,2021.0,2,mixed,residential,E,False,wood_frame,mat,RESTRICTED,RESTRICTED
14.8113247631691,121.03538900826432,11.462139786367379,,,4,concrete,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.775241117851538,121.06871248160319,7.390218745601661,,1996.0,2,mixed,residential,D,False,shear_wall,deep,SAFE,SAFE
14.809907021834544,121.11687763922583,2.9002771446345053,,2015.0,7,concrete,commercial,D,False,unknown,shallow,RESTRICTED,RESTRICTED
14.782162317173968,121.07890353061983,6.567786039292642,,2000.0,4,concrete,residential,E,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.815436098372652,121.05536680678844,9.415618118377436,,1990.0,5,mixed,institutional,B,False,unknown,shallow,RESTRICTED,RESTRICTED
14.815739160252338,121.09445391649156,5.374936433819707,,1995.0,2,wood,residential,B,False,wood_frame,shallow,RESTRICTED,RESTRICTED
14.791275878531659,121.02775702195733,12.143654510049622,,1986.0,2,concrete,residential,C,False,shear_wall,unknown,SAFE,SAFE
14.82988059399446,121.12859613214569,2.085708940037355,,,4,concrete,residential,D,False,moment_frame,unknown,RESTRICTED,RESTRICTED
14.833076856248013,121.10277943004648,4.876869075526175,,2007.0,2,concrete,residential,F,False,moment_frame,shallow,UNSAFE,UNSAFE
14.820270482135824,121.06526506497026,8.51333965822363,,1999.0,4,wood,residential,D,False,wood_frame,shallow,UNSAFE,UNSAFE
14.850156058508905,121.06152719341546,9.568698262988852,,1996.0,1,concrete,residential,D,False,braced_frame,shallow,SAFE,SAFE
14.842722549257367,121.08066221308493,7.381024873393192,,2006.0,1,concrete,residential,E,False,braced_frame,mat,RESTRICTED,RESTRICTED
14.816866320595174,121.12971504545544,1.8010425741482579,,1975.0,6,wood,mixed,C,False,wood_frame,shallow,UNSAFE,UNSAFE
14.82493499200896,121.13735449013524,1.093452260507743,,2008.0,6,concrete,institutional,D,False,moment_frame,mat,RESTRICTED,RESTRICTED
14.800774472617844,121.12948385505507,1.2739182634494624,,2015.0,2,concrete,mixed,B,False,shear_wall,shallow,SAFE,SAFE
14.819475066570593,121.08281907155072,6.692900977460404,,2023.0,4,mixed,residential,E,False,wood_frame,deep,UNSAFE,UNSAFE
14.806454784064508,121.03052729227608,11.927305304880003,,1964.0,4,concrete,commercial,E,False,shear_wall,deep,RESTRICTED,RESTRICTED
14.82921845347121,121.13838820120681,1.0308672671048928,,1962.0,2,concrete,commercial,C,False,shear_wall,shallow,RESTRICTED,RESTRICTED
14.80060442503094,121.04015705423373,10.852984792310803,,1964.0,1,wood,residential,E,False,wood_frame,unknown,UNSAFE,UNSAFE
14.811321011197235,121.13973225512392,0.6210513387746713,,,5,wood,mixed,E,False,unknown,shallow,UNSAFE,UNSAFE
14.826047623097569,121.05742159999419,9.512626210195723,,1995.0,1,mixed,residential,E,False,moment_frame,deep,RESTRICTED,RESTRICTED
14.829506334907538,121.10993393871152,4.083157052067917,,1972.0,2,concrete,commercial,D,False,moment_frame,shallow,RESTRICTED,RESTRICTED
14.82819193793997,121.14694798286556,0.10778111036431531,,,1,concrete,residential,C,False,braced_frame,unknown,RESTRICTED,RESTRICTED
14.842017428767852,121.0799894901215,7.437804532152604,,2005.0,1,concrete,residential,C,False,shear_wall,shallow,SAFE,SAFE
14.81052537665125,121.11383487610135,3.225936202552468,,2001.0,6,mixed,mixed,A,False,wood_frame,mat,RESTRICTED,RESTRICTED
14.831498955641921,121.09002701267553,6.237329483311923,,1989.0,1,concrete,residential,C,False,moment_frame,shallow,SAFE,SAFE
14.839304849877763,121.05485813411748,10.076168521011146,,2016.0,2,concrete,commercial,A,False,shear_wall,deep,SAFE,SAFE
14.801352881550827,121.1161677392477,2.695836691389923,,1979.0,7,concrete,commercial,F,False,shear_wall,mat,UNSAFE,UNSAFE
14.815387313367772,121.119800411492,2.812601739114806,,2000.0,6,concrete,mixed,B,True,shear_wall,shallow,SAFE,SAFE
14.845998941390366,121.09034008410971,6.451258192311558,,2003.0,1,concrete,residential,E,True,shear_wall,shallow,SAFE,SAFE
14.803921439420636,121.02149739200121,12.879565465637365,,1975.0,1,mixed,residential,E,False,wood_frame,shallow,UNSAFE,UNSAFE
14.837296287822562,121.10625237237689,4.56293875815811,,1965.0,4,wood,commercial,B,False,wood_frame,shallow,UNSAFE,UNSAFE
14.817830441619678,121.01718610453888,13.505920076052467,,1960.0,1,concrete,residential,C,False,moment_frame,unknown,SAFE,SAFE
14.770297746902623,121.10651550217935,3.4592806755487433,,1973.0,7,wood,mixed,E,False,wood_frame,mat,UNSAFE,UNSAFE
14.85516940357397,121.06987862428971,8.855327897364514,,1992.0,5,concrete,mixed,E,False,shear_wall,shallow,RESTRICTED,RESTRICTED
