group_id,pool,label,src_class,path
7301,A,low,low,data/images/train/low/06938.jpg
7301,A,low,low,data/images/train/low/16204.jpg
7349,A,low,low,data/images/train/low/06988.jpg
7349,A,low,low,data/images/train/low/18391.jpg
7376,A,low,low,data/images/train/low/07016.jpg
7403,A,low,low,data/images/train/low/07044.jpg
7491,A,low,low,data/images/train/low/07132.jpg
7600,A,low,low,data/images/train/low/07242.jpg
7622,A,low,low,data/images/train/low/07264.jpg
7632,A,low,low,data/images/train/low/07274.jpg
7652,A,low,low,data/images/train/low/07294.jpg
7659,A,low,low,data/images/train/low/07302.jpg
7750,A,low,low,data/images/train/low/07394.jpg
7798,A,low,low,data/images/train/low/07444.jpg
7903,A,low,low,data/images/train/low/07554.jpg
7937,A,low,low,data/images/train/low/07590.jpg
7941,A,low,low,data/images/train/low/07594.jpg
7976,A,low,low,data/images/train/low/07629.jpg
8059,A,low,low,data/images/train/low/07713.jpg
8064,A,low,low,data/images/train/low/07718.jpg
8064,A,low,low,data/images/train/low/12623.jpg
8234,A,low,low,data/images/train/low/07890.jpg
8282,A,low,low,data/images/train/low/07940.jpg
8328,A,low,low,data/images/train/low/07987.jpg
8457,A,low,low,data/images/train/low/08119.jpg
8460,A,low,low,data/images/train/low/08122.jpg
8517,A,low,low,data/images/train/low/08180.jpg
8559,A,low,low,data/images/train/low/08222.jpg
8674,A,low,low,data/images/train/low/08340.jpg
9045,A,low,low,data/images/train/low/08717.jpg
9066,A,low,low,data/images/train/low/08739.jpg
9103,A,low,low,data/images/train/low/08777.jpg
9115,A,low,low,data/images/train/low/08789.jpg
9121,A,low,low,data/images/train/low/08795.jpg
9179,A,low,low,data/images/train/low/08856.jpg
9184,A,low,low,data/images/train/low/08861.jpg
9209,A,low,low,data/images/train/low/08886.jpg
9281,A,low,low,data/images/train/low/08959.jpg
9448,A,low,low,data/images/train/low/09131.jpg
9541,A,low,low,data/images/train/low/09229.jpg
9544,A,low,low,data/images/train/low/09232.jpg
9551,A,low,low,data/images/train/low/09239.jpg
9561,A,low,low,data/images/train/low/09249.jpg
9918,A,low,low,data/images/train/low/09609.jpg
10042,A,low,low,data/images/train/low/09734.jpg
10053,A,low,low,data/images/train/low/09745.jpg
10215,A,low,low,data/images/train/low/09912.jpg
10512,A,low,low,data/images/train/low/10219.jpg
10650,A,low,low,data/images/train/low/10357.jpg
10747,A,low,low,data/images/train/low/10463.jpg
10772,A,low,low,data/images/train/low/10490.jpg
11057,A,low,low,data/images/train/low/10780.jpg
11062,A,low,low,data/images/train/low/10785.jpg
11263,A,low,low,data/images/train/low/10995.jpg
11465,A,low,low,data/images/train/low/11206.jpg
11465,A,low,low,data/images/train/low/14755.jpg
11514,A,low,low,data/images/train/low/11256.jpg
11582,A,low,low,data/images/train/low/11327.jpg
11585,A,low,low,data/images/train/low/11330.jpg
11706,A,low,low,data/images/train/low/11453.jpg
12077,A,low,low,data/images/train/low/11839.jpg
12199,A,low,low,data/images/train/low/11962.jpg
12286,A,low,low,data/images/train/low/12051.jpg
12297,A,low,low,data/images/train/low/12062.jpg
12330,A,low,low,data/images/train/low/12096.jpg
12390,A,low,low,data/images/train/low/12158.jpg
12566,A,low,low,data/images/train/low/12341.jpg
12672,A,low,low,data/images/train/low/12452.jpg
12688,A,low,low,data/images/train/low/12470.jpg
12839,A,low,low,data/images/train/low/12629.jpg
12869,A,low,low,data/images/train/low/12661.jpg
12885,A,low,low,data/images/train/low/12678.jpg
12891,A,low,low,data/images/train/low/12684.jpg
12940,A,low,low,data/images/train/low/12735.jpg
13044,A,low,low,data/images/train/low/12842.jpg
13400,A,low,low,data/images/train/low/13209.jpg
13510,A,low,low,data/images/train/low/13321.jpg
13523,A,low,low,data/images/train/low/13334.jpg
13523,A,low,low,data/images/train/low/13854.jpg
13581,A,low,low,data/images/train/low/13393.jpg
14182,A,low,low,data/images/train/low/14017.jpg
14261,A,low,low,data/images/train/low/14096.jpg
14269,A,low,low,data/images/train/low/14105.jpg
14284,A,low,low,data/images/train/low/14121.jpg
14301,A,low,low,data/images/train/low/14138.jpg
14474,A,low,low,data/images/train/low/14314.jpg
14682,A,low,low,data/images/train/low/14528.jpg
14791,A,low,low,data/images/train/low/14638.jpg
15155,A,low,low,data/images/train/low/15015.jpg
15230,A,low,low,data/images/train/low/15092.jpg
15293,A,low,low,data/images/train/low/15155.jpg
15303,A,low,low,data/images/train/low/15165.jpg
15471,A,low,low,data/images/train/low/15339.jpg
15490,A,low,low,data/images/train/low/15358.jpg
15583,A,low,low,data/images/train/low/15456.jpg
15773,A,low,low,data/images/train/low/15651.jpg
16010,A,low,low,data/images/train/low/15900.jpg
16342,A,low,low,data/images/train/low/16244.jpg
16360,A,low,low,data/images/train/low/16263.jpg
16446,A,low,low,data/images/train/low/16350.jpg
16607,A,low,low,data/images/train/low/16519.jpg
16794,A,low,low,data/images/train/low/16711.jpg
16839,A,low,low,data/images/train/low/16758.jpg
16995,A,low,low,data/images/train/low/16921.jpg
17071,A,low,low,data/images/train/low/16999.jpg
17132,A,low,low,data/images/train/low/17062.jpg
17283,A,low,low,data/images/train/low/17226.jpg
17395,A,low,low,data/images/train/low/17342.jpg
17726,A,low,low,data/images/train/low/17691.jpg
17774,A,low,low,data/images/train/low/17739.jpg
17814,A,low,low,data/images/train/low/17780.jpg
17891,A,low,low,data/images/train/low/17860.jpg
17938,A,low,low,data/images/train/low/17909.jpg
18007,A,low,low,data/images/train/low/17979.jpg
18031,A,low,low,data/images/train/low/18006.jpg
18097,A,low,low,data/images/train/low/18078.jpg
18107,A,low,low,data/images/train/low/18088.jpg
18110,A,low,low,data/images/train/low/18091.jpg
18292,A,low,low,data/images/train/low/18284.jpg
18306,A,low,low,data/images/train/low/18298.jpg
18451,A,low,low,data/images/train/low/18450.jpg
18525,A,low,low,data/images/train/low/18525.jpg
18564,A,low,low,data/images/train/low/18572.jpg
18586,A,low,low,data/images/train/low/18594.jpg
18686,A,low,low,data/images/train/low/18701.jpg
18826,A,low,low,data/images/train/low/18848.jpg
18830,A,low,low,data/images/train/low/18852.jpg
19021,A,low,low,data/images/train/low/19049.jpg
19027,A,low,low,data/images/train/low/19055.jpg
19354,A,low,low,data/images/train/low/19406.jpg
19557,A,low,low,data/images/train/low/19616.jpg
19591,A,low,low,data/images/train/low/19653.jpg
19713,A,low,low,data/images/train/low/19782.jpg
19718,A,low,low,data/images/train/low/19787.jpg
19745,A,low,low,data/images/train/low/19815.jpg
19785,A,low,low,data/images/train/low/19859.jpg
19925,B,low,moderate,data/images/train/moderate/00007.jpg
19928,B,low,moderate,data/images/train/moderate/00010.jpg
19946,B,low,moderate,data/images/train/moderate/00028.jpg
19946,B,low,moderate,data/images/train/moderate/19519.jpg
19954,B,low,moderate,data/images/train/moderate/00036.jpg
19972,B,low,moderate,data/images/train/moderate/00054.jpg
19977,B,moderate,moderate,data/images/train/moderate/00059.jpg
19977,B,moderate,moderate,data/images/train/moderate/05577.jpg
20025,B,high,moderate,data/images/train/moderate/00107.jpg
20036,B,moderate,moderate,data/images/train/moderate/00118.jpg
20036,B,moderate,moderate,data/images/train/moderate/05668.jpg
20047,B,moderate,moderate,data/images/train/moderate/00129.jpg
20071,B,moderate,moderate,data/images/train/moderate/00153.jpg
20071,B,moderate,moderate,data/images/train/moderate/05701.jpg
20077,B,high,moderate,data/images/train/moderate/00159.jpg
20077,B,high,moderate,data/images/train/moderate/05707.jpg
20107,B,high,moderate,data/images/train/moderate/00189.jpg
20160,B,moderate,moderate,data/images/train/moderate/00242.jpg
20238,B,low,moderate,data/images/train/moderate/00320.jpg
20238,B,low,moderate,data/images/train/moderate/05864.jpg
20263,B,moderate,moderate,data/images/train/moderate/00345.jpg
20306,B,low,moderate,data/images/train/moderate/00388.jpg
20319,B,moderate,moderate,data/images/train/moderate/00401.jpg
20319,B,moderate,moderate,data/images/train/moderate/05914.jpg
20325,B,moderate,moderate,data/images/train/moderate/00407.jpg
20325,B,moderate,moderate,data/images/train/moderate/05920.jpg
20328,B,moderate,moderate,data/images/train/moderate/00410.jpg
20328,B,moderate,moderate,data/images/train/moderate/05923.jpg
20353,B,low,moderate,data/images/train/moderate/00435.jpg
20371,B,low,moderate,data/images/train/moderate/00453.jpg
20371,B,low,moderate,data/images/train/moderate/05993.jpg
20407,B,moderate,moderate,data/images/train/moderate/00489.jpg
20407,B,moderate,moderate,data/images/train/moderate/06028.jpg
20433,B,moderate,moderate,data/images/train/moderate/00515.jpg
20433,B,moderate,moderate,data/images/train/moderate/06055.jpg
20439,B,moderate,moderate,data/images/train/moderate/00521.jpg
20444,B,moderate,moderate,data/images/train/moderate/00526.jpg
20444,B,moderate,moderate,data/images/train/moderate/06066.jpg
20509,B,high,moderate,data/images/train/moderate/00591.jpg
20509,B,high,moderate,data/images/train/moderate/06129.jpg
20545,B,moderate,moderate,data/images/train/moderate/00627.jpg
20545,B,moderate,moderate,data/images/train/moderate/06166.jpg
20553,B,low,moderate,data/images/train/moderate/00635.jpg
20570,B,low,moderate,data/images/train/moderate/00652.jpg
20572,B,low,moderate,data/images/train/moderate/00654.jpg
20604,B,moderate,moderate,data/images/train/moderate/00686.jpg
20604,B,moderate,moderate,data/images/train/moderate/06198.jpg
20630,B,moderate,moderate,data/images/train/moderate/00712.jpg
20641,B,low,moderate,data/images/train/moderate/00723.jpg
20646,B,low,moderate,data/images/train/moderate/00728.jpg
20669,B,low,moderate,data/images/train/moderate/00751.jpg
20676,B,moderate,moderate,data/images/train/moderate/00758.jpg
20676,B,moderate,moderate,data/images/train/moderate/06240.jpg
20690,B,moderate,moderate,data/images/train/moderate/00772.jpg
20740,B,moderate,moderate,data/images/train/moderate/00822.jpg
20747,B,moderate,moderate,data/images/train/moderate/00829.jpg
20751,B,low,moderate,data/images/train/moderate/00833.jpg
20751,B,low,moderate,data/images/train/moderate/06352.jpg
20751,B,low,moderate,data/images/train/moderate/19717.jpg
20806,B,moderate,moderate,data/images/train/moderate/00888.jpg
20806,B,moderate,moderate,data/images/train/moderate/06408.jpg
20835,B,moderate,moderate,data/images/train/moderate/00917.jpg
20835,B,moderate,moderate,data/images/train/moderate/06435.jpg
20850,B,high,moderate,data/images/train/moderate/00932.jpg
20855,B,moderate,moderate,data/images/train/moderate/00937.jpg
20855,B,moderate,moderate,data/images/train/moderate/06455.jpg
20868,B,low,moderate,data/images/train/moderate/00950.jpg
20868,B,low,moderate,data/images/train/moderate/19515.jpg
20877,B,low,moderate,data/images/train/moderate/00959.jpg
20877,B,low,moderate,data/images/train/moderate/06479.jpg
20879,B,low,moderate,data/images/train/moderate/00961.jpg
20879,B,low,moderate,data/images/train/moderate/06481.jpg
20883,B,low,moderate,data/images/train/moderate/00965.jpg
20883,B,low,moderate,data/images/train/moderate/06487.jpg
20912,B,moderate,moderate,data/images/train/moderate/00994.jpg
20917,B,moderate,moderate,data/images/train/moderate/00999.jpg
20959,B,low,moderate,data/images/train/moderate/01041.jpg
20968,B,low,moderate,data/images/train/moderate/01050.jpg
21003,B,low,moderate,data/images/train/moderate/01085.jpg
21023,B,moderate,moderate,data/images/train/moderate/01105.jpg
21032,B,low,moderate,data/images/train/moderate/01114.jpg
21032,B,low,moderate,data/images/train/moderate/06610.jpg
21041,B,low,moderate,data/images/train/moderate/01123.jpg
21041,B,low,moderate,data/images/train/moderate/06619.jpg
21041,B,low,moderate,data/images/train/moderate/19784.jpg
21046,B,moderate,moderate,data/images/train/moderate/01128.jpg
21052,B,moderate,moderate,data/images/train/moderate/01134.jpg
21056,B,low,moderate,data/images/train/moderate/01138.jpg
21056,B,low,moderate,data/images/train/moderate/06634.jpg
21058,B,low,moderate,data/images/train/moderate/01140.jpg
21058,B,low,moderate,data/images/train/moderate/06636.jpg
21065,B,low,moderate,data/images/train/moderate/01147.jpg
21065,B,low,moderate,data/images/train/moderate/06643.jpg
21079,B,low,moderate,data/images/train/moderate/01161.jpg
21082,B,low,moderate,data/images/train/moderate/01164.jpg
21088,B,low,moderate,data/images/train/moderate/01170.jpg
21107,B,low,moderate,data/images/train/moderate/01189.jpg
21112,B,low,moderate,data/images/train/moderate/01194.jpg
21112,B,low,moderate,data/images/train/moderate/06730.jpg
21119,B,low,moderate,data/images/train/moderate/01201.jpg
21119,B,low,moderate,data/images/train/moderate/06737.jpg
21151,B,low,moderate,data/images/train/moderate/01233.jpg
21151,B,low,moderate,data/images/train/moderate/06768.jpg
21154,B,low,moderate,data/images/train/moderate/01236.jpg
21154,B,low,moderate,data/images/train/moderate/06771.jpg
21209,B,moderate,moderate,data/images/train/moderate/01291.jpg
21209,B,moderate,moderate,data/images/train/moderate/06825.jpg
21210,B,moderate,moderate,data/images/train/moderate/01292.jpg
21210,B,moderate,moderate,data/images/train/moderate/06826.jpg
21226,B,moderate,moderate,data/images/train/moderate/01308.jpg
21231,B,low,moderate,data/images/train/moderate/01313.jpg
21262,B,high,moderate,data/images/train/moderate/01344.jpg
21308,B,moderate,moderate,data/images/train/moderate/01390.jpg
21322,B,moderate,moderate,data/images/train/moderate/01404.jpg
21322,B,moderate,moderate,data/images/train/moderate/06877.jpg
21343,B,moderate,moderate,data/images/train/moderate/01425.jpg
21408,B,moderate,moderate,data/images/train/moderate/01490.jpg
21431,B,moderate,moderate,data/images/train/moderate/01513.jpg
21438,B,low,moderate,data/images/train/moderate/01520.jpg
21438,B,low,moderate,data/images/train/moderate/07076.jpg
21447,B,moderate,moderate,data/images/train/moderate/01529.jpg
21449,B,high,moderate,data/images/train/moderate/01531.jpg
21454,B,moderate,moderate,data/images/train/moderate/01536.jpg
21454,B,moderate,moderate,data/images/train/moderate/07090.jpg
21464,B,moderate,moderate,data/images/train/moderate/01546.jpg
21503,B,moderate,moderate,data/images/train/moderate/01585.jpg
21507,B,moderate,moderate,data/images/train/moderate/01589.jpg
21507,B,moderate,moderate,data/images/train/moderate/07177.jpg
21523,B,moderate,moderate,data/images/train/moderate/01605.jpg
21531,B,moderate,moderate,data/images/train/moderate/01613.jpg
21557,B,low,moderate,data/images/train/moderate/01639.jpg
21573,B,moderate,moderate,data/images/train/moderate/01655.jpg
21593,B,moderate,moderate,data/images/train/moderate/01675.jpg
21598,B,low,moderate,data/images/train/moderate/01680.jpg
21603,B,low,moderate,data/images/train/moderate/01685.jpg
21616,B,moderate,moderate,data/images/train/moderate/01698.jpg
21662,B,moderate,moderate,data/images/train/moderate/01744.jpg
21662,B,moderate,moderate,data/images/train/moderate/07305.jpg
21672,B,moderate,moderate,data/images/train/moderate/01754.jpg
21690,B,low,moderate,data/images/train/moderate/01772.jpg
21690,B,low,moderate,data/images/train/moderate/07331.jpg
21695,B,high,moderate,data/images/train/moderate/01777.jpg
21695,B,high,moderate,data/images/train/moderate/07336.jpg
21709,B,moderate,moderate,data/images/train/moderate/01791.jpg
21715,B,moderate,moderate,data/images/train/moderate/01797.jpg
21743,B,high,moderate,data/images/train/moderate/01825.jpg
21743,B,high,moderate,data/images/train/moderate/07385.jpg
21746,B,moderate,moderate,data/images/train/moderate/01828.jpg
21751,B,moderate,moderate,data/images/train/moderate/01833.jpg
21795,B,moderate,moderate,data/images/train/moderate/01877.jpg
21795,B,moderate,moderate,data/images/train/moderate/07474.jpg
21808,B,high,moderate,data/images/train/moderate/01890.jpg
21808,B,high,moderate,data/images/train/moderate/07487.jpg
21810,B,moderate,moderate,data/images/train/moderate/01892.jpg
21810,B,moderate,moderate,data/images/train/moderate/07489.jpg
21813,B,high,moderate,data/images/train/moderate/01895.jpg
21813,B,high,moderate,data/images/train/moderate/07492.jpg
21813,B,high,moderate,data/images/train/moderate/19815.jpg
21883,B,low,moderate,data/images/train/moderate/01965.jpg
21883,B,low,moderate,data/images/train/moderate/07564.jpg
21901,B,low,moderate,data/images/train/moderate/01983.jpg
21960,B,moderate,moderate,data/images/train/moderate/02042.jpg
21964,B,low,moderate,data/images/train/moderate/02046.jpg
21964,B,low,moderate,data/images/train/moderate/07646.jpg
21979,B,moderate,moderate,data/images/train/moderate/02061.jpg
21979,B,moderate,moderate,data/images/train/moderate/07661.jpg
22004,B,low,moderate,data/images/train/moderate/02086.jpg
22007,B,low,moderate,data/images/train/moderate/02089.jpg
22022,B,low,moderate,data/images/train/moderate/02104.jpg
22062,B,low,moderate,data/images/train/moderate/02144.jpg
22063,B,low,moderate,data/images/train/moderate/02145.jpg
22086,B,low,moderate,data/images/train/moderate/02168.jpg
22089,B,low,moderate,data/images/train/moderate/02171.jpg
22119,B,low,moderate,data/images/train/moderate/02201.jpg
22185,B,moderate,moderate,data/images/train/moderate/02267.jpg
22205,B,low,moderate,data/images/train/moderate/02287.jpg
22206,B,moderate,moderate,data/images/train/moderate/02288.jpg
22215,B,low,moderate,data/images/train/moderate/02297.jpg
22259,B,moderate,moderate,data/images/train/moderate/02341.jpg
22333,B,moderate,moderate,data/images/train/moderate/02415.jpg
22345,B,low,moderate,data/images/train/moderate/02427.jpg
22361,B,low,moderate,data/images/train/moderate/02443.jpg
22423,B,moderate,moderate,data/images/train/moderate/02505.jpg
22451,B,moderate,moderate,data/images/train/moderate/02533.jpg
22455,B,moderate,moderate,data/images/train/moderate/02537.jpg
22455,B,moderate,moderate,data/images/train/moderate/08049.jpg
22465,B,moderate,moderate,data/images/train/moderate/02547.jpg
22466,B,low,moderate,data/images/train/moderate/02548.jpg
22498,B,moderate,moderate,data/images/train/moderate/02580.jpg
22498,B,moderate,moderate,data/images/train/moderate/08096.jpg
22503,B,moderate,moderate,data/images/train/moderate/02585.jpg
22510,B,moderate,moderate,data/images/train/moderate/02592.jpg
22527,B,moderate,moderate,data/images/train/moderate/02609.jpg
22534,B,moderate,moderate,data/images/train/moderate/02616.jpg
22540,B,moderate,moderate,data/images/train/moderate/02622.jpg
22565,B,low,moderate,data/images/train/moderate/02647.jpg
22566,B,moderate,moderate,data/images/train/moderate/02648.jpg
22581,B,low,moderate,data/images/train/moderate/02663.jpg
22583,B,moderate,moderate,data/images/train/moderate/02665.jpg
22596,B,low,moderate,data/images/train/moderate/02678.jpg
22616,B,moderate,moderate,data/images/train/moderate/02698.jpg
22616,B,moderate,moderate,data/images/train/moderate/08270.jpg
22624,B,moderate,moderate,data/images/train/moderate/02706.jpg
22643,B,moderate,moderate,data/images/train/moderate/02725.jpg
22643,B,moderate,moderate,data/images/train/moderate/08298.jpg
22699,B,low,moderate,data/images/train/moderate/02781.jpg
22722,B,low,moderate,data/images/train/moderate/02804.jpg
22770,B,high,moderate,data/images/train/moderate/02852.jpg
22770,B,high,moderate,data/images/train/moderate/08396.jpg
22819,B,low,moderate,data/images/train/moderate/02901.jpg
22819,B,low,moderate,data/images/train/moderate/08447.jpg
22844,B,low,moderate,data/images/train/moderate/02926.jpg
22844,B,low,moderate,data/images/train/moderate/08475.jpg
22846,B,low,moderate,data/images/train/moderate/02928.jpg
22846,B,low,moderate,data/images/train/moderate/08477.jpg
22857,B,moderate,moderate,data/images/train/moderate/02939.jpg
22857,B,moderate,moderate,data/images/train/moderate/08488.jpg
22925,B,high,moderate,data/images/train/moderate/03007.jpg
22963,B,moderate,moderate,data/images/train/moderate/03045.jpg
23030,B,moderate,moderate,data/images/train/moderate/03112.jpg
23033,B,low,moderate,data/images/train/moderate/03115.jpg
23035,B,low,moderate,data/images/train/moderate/03117.jpg
23035,B,low,moderate,data/images/train/moderate/08656.jpg
23038,B,low,moderate,data/images/train/moderate/03120.jpg
23038,B,low,moderate,data/images/train/moderate/08659.jpg
23058,B,moderate,moderate,data/images/train/moderate/03140.jpg
23062,B,low,moderate,data/images/train/moderate/03144.jpg
23069,B,low,moderate,data/images/train/moderate/03151.jpg
23083,B,moderate,moderate,data/images/train/moderate/03165.jpg
23104,B,low,moderate,data/images/train/moderate/03186.jpg
23147,B,moderate,moderate,data/images/train/moderate/03229.jpg
23176,B,moderate,moderate,data/images/train/moderate/03258.jpg
23177,B,moderate,moderate,data/images/train/moderate/03259.jpg
23181,B,high,moderate,data/images/train/moderate/03263.jpg
23188,B,moderate,moderate,data/images/train/moderate/03270.jpg
23214,B,low,moderate,data/images/train/moderate/03296.jpg
23254,B,moderate,moderate,data/images/train/moderate/03336.jpg
23254,B,moderate,moderate,data/images/train/moderate/08786.jpg
23265,B,moderate,moderate,data/images/train/moderate/03347.jpg
23265,B,moderate,moderate,data/images/train/moderate/08798.jpg
23351,B,moderate,moderate,data/images/train/moderate/03433.jpg
23360,B,moderate,moderate,data/images/train/moderate/03442.jpg
23362,B,low,moderate,data/images/train/moderate/03444.jpg
23362,B,low,moderate,data/images/train/moderate/08896.jpg
23369,B,high,moderate,data/images/train/moderate/03451.jpg
23375,B,moderate,moderate,data/images/train/moderate/03457.jpg
23389,B,moderate,moderate,data/images/train/moderate/03471.jpg
23402,B,low,moderate,data/images/train/moderate/03484.jpg
23411,B,moderate,moderate,data/images/train/moderate/03493.jpg
23420,B,moderate,moderate,data/images/train/moderate/03502.jpg
23421,B,moderate,moderate,data/images/train/moderate/03503.jpg
23429,B,high,moderate,data/images/train/moderate/03511.jpg
23429,B,high,moderate,data/images/train/moderate/08966.jpg
23446,B,moderate,moderate,data/images/train/moderate/03528.jpg
23446,B,moderate,moderate,data/images/train/moderate/08982.jpg
23485,B,high,moderate,data/images/train/moderate/03567.jpg
23501,B,moderate,moderate,data/images/train/moderate/03583.jpg
23512,B,low,moderate,data/images/train/moderate/03594.jpg
23517,B,moderate,moderate,data/images/train/moderate/03599.jpg
23517,B,moderate,moderate,data/images/train/moderate/08997.jpg
23527,B,moderate,moderate,data/images/train/moderate/03609.jpg
23530,B,moderate,moderate,data/images/train/moderate/03612.jpg
23530,B,moderate,moderate,data/images/train/moderate/09010.jpg
23563,B,high,moderate,data/images/train/moderate/03645.jpg
23571,B,low,moderate,data/images/train/moderate/03653.jpg
23571,B,low,moderate,data/images/train/moderate/09054.jpg
23576,B,low,moderate,data/images/train/moderate/03658.jpg
23576,B,low,moderate,data/images/train/moderate/09060.jpg
23599,B,moderate,moderate,data/images/train/moderate/03681.jpg
23599,B,moderate,moderate,data/images/train/moderate/09084.jpg
23600,B,high,moderate,data/images/train/moderate/03682.jpg
23600,B,high,moderate,data/images/train/moderate/09085.jpg
23647,B,moderate,moderate,data/images/train/moderate/03729.jpg
23647,B,moderate,moderate,data/images/train/moderate/09132.jpg
23652,B,moderate,moderate,data/images/train/moderate/03734.jpg
23669,B,low,moderate,data/images/train/moderate/03751.jpg
23669,B,low,moderate,data/images/train/moderate/09153.jpg
23671,B,low,moderate,data/images/train/moderate/03753.jpg
23671,B,low,moderate,data/images/train/moderate/09156.jpg
23689,B,moderate,moderate,data/images/train/moderate/03771.jpg
23730,B,moderate,moderate,data/images/train/moderate/03812.jpg
23730,B,moderate,moderate,data/images/train/moderate/09204.jpg
23733,B,moderate,moderate,data/images/train/moderate/03815.jpg
23733,B,moderate,moderate,data/images/train/moderate/09206.jpg
23767,B,moderate,moderate,data/images/train/moderate/03849.jpg
23767,B,moderate,moderate,data/images/train/moderate/09238.jpg
23772,B,moderate,moderate,data/images/train/moderate/03854.jpg
23772,B,moderate,moderate,data/images/train/moderate/09242.jpg
23791,B,moderate,moderate,data/images/train/moderate/03873.jpg
23791,B,moderate,moderate,data/images/train/moderate/09261.jpg
23797,B,high,moderate,data/images/train/moderate/03879.jpg
23818,B,moderate,moderate,data/images/train/moderate/03900.jpg
23818,B,moderate,moderate,data/images/train/moderate/09288.jpg
23829,B,low,moderate,data/images/train/moderate/03911.jpg
23842,B,high,moderate,data/images/train/moderate/03924.jpg
23865,B,moderate,moderate,data/images/train/moderate/03947.jpg
23900,B,low,moderate,data/images/train/moderate/03982.jpg
23921,B,low,moderate,data/images/train/moderate/04003.jpg
23929,B,low,moderate,data/images/train/moderate/04011.jpg
23930,B,moderate,moderate,data/images/train/moderate/04012.jpg
23931,B,moderate,moderate,data/images/train/moderate/04013.jpg
23952,B,moderate,moderate,data/images/train/moderate/04034.jpg
23952,B,moderate,moderate,data/images/train/moderate/09360.jpg
23959,B,moderate,moderate,data/images/train/moderate/04041.jpg
23959,B,moderate,moderate,data/images/train/moderate/09367.jpg
23980,B,low,moderate,data/images/train/moderate/04062.jpg
23984,B,high,moderate,data/images/train/moderate/04066.jpg
23992,B,moderate,moderate,data/images/train/moderate/04074.jpg
24007,B,low,moderate,data/images/train/moderate/04089.jpg
24011,B,moderate,moderate,data/images/train/moderate/04093.jpg
